birthyr,birthqtr,vetwwii,incwage,disabwrk1,disabwrk2
1926,4,1,40005,0,0
1928,3,0,40045,0,0
1928,4,0,25505,0,0
1926,4,1,8005,1,2
1926,4,1,18495,0,0
1926,4,1,15005,0,0
1924,4,1,25005,0,0
1926,3,1,75000,0,0
1928,4,0,0,0,0
1924,4,0,0,1,2
1926,4,1,36015,0,0
1926,3,1,18005,0,0
1928,4,0,17555,0,0
1924,3,1,20005,0,0
1926,4,1,24005,0,0
1928,3,0,0,0,0
1924,3,1,17005,0,0
1928,3,0,40005,0,0
1926,4,1,23005,0,0
1924,3,0,26005,0,0
1926,3,1,0,0,0
1928,4,0,75000,0,0
1924,3,1,48005,0,0
1924,4,1,0,1,2
1924,4,1,0,0,0
1928,4,0,19245,0,0
1926,4,0,10005,0,0
1924,3,1,8005,0,0
1924,3,1,65005,0,0
1926,4,1,49005,0,0
1924,4,0,40005,0,0
1924,3,1,21905,0,0
1928,4,1,32765,0,0
1928,4,0,21005,0,0
1926,4,1,28005,0,0
1924,3,1,14005,0,0
1928,3,1,26005,0,0
1924,4,1,20005,0,0
1926,4,0,19045,0,0
1926,4,1,42695,0,0
1924,3,1,25005,0,0
1926,4,0,15505,0,0
1928,3,1,2005,0,0
1924,4,1,22005,0,0
1926,3,1,19655,0,0
1926,4,0,20005,0,0
1926,3,0,20285,0,0
1924,3,1,29645,0,0
1926,3,1,0,1,2
1924,3,1,32005,0,0
1928,3,0,24815,0,0
1928,4,0,21005,0,0
1926,3,1,15085,0,0
1924,4,0,30005,0,0
1924,3,1,29745,0,0
1926,3,1,3005,0,0
1926,3,0,33005,0,0
1926,3,1,28005,0,0
1926,3,0,20005,0,0
1926,3,0,55405,0,0
1924,4,0,31005,0,0
1928,4,0,0,0,0
1926,4,1,24005,0,0
1928,3,0,20005,0,0
1924,4,1,75000,0,0
1926,3,0,30005,0,0
1926,3,1,27405,0,0
1928,3,1,38005,0,0
1924,4,1,26005,0,0
1924,4,1,43005,0,0
1928,3,0,26005,0,0
1926,3,1,40005,0,0
1924,3,1,25005,0,0
1928,3,1,26005,0,0
1928,3,1,20645,0,0
1926,3,0,30795,0,0
1926,4,0,30005,0,0
1924,3,1,25005,0,0
1924,3,1,27005,0,0
1924,3,1,0,0,0
1928,4,1,20005,0,0
1928,4,0,1565,0,0
1924,4,0,0,1,2
1928,3,0,30915,0,0
1928,3,1,22005,0,0
1928,4,0,14005,0,0
1924,4,1,0,0,0
1924,4,1,0,0,0
1928,3,0,0,0,0
1926,4,1,21005,0,0
1926,4,0,3505,0,0
1928,3,0,28005,1,1
1928,3,0,28065,1,1
1928,4,1,30205,0,0
1926,3,0,24405,0,0
1928,3,0,6605,1,2
1926,3,1,12405,0,0
1928,4,0,0,0,0
1928,4,0,0,0,0
1926,3,1,32805,0,0
1926,3,1,32675,0,0
1928,4,0,63005,0,0
1928,4,0,60005,0,0
1928,4,1,35005,0,0
1924,4,1,13005,0,0
1926,4,1,30005,0,0
1924,3,1,32515,0,0
1926,4,1,0,0,0
1926,3,1,18005,0,0
1928,3,1,24005,0,0
1924,4,1,25005,0,0
1928,4,0,0,0,0
1926,4,1,55005,0,0
1926,3,0,24005,0,0
1924,3,1,74005,0,0
1924,4,1,1915,0,0
1928,3,0,0,1,1
1924,3,1,18005,0,0
1924,3,1,38005,0,0
1924,4,1,0,0,0
1926,3,1,18005,0,0
1924,3,1,50445,0,0
1928,3,0,1095,1,1
1926,4,1,36505,0,0
1928,3,1,27005,0,0
1924,4,1,18205,0,0
1924,3,1,23005,0,0
1928,3,0,19005,0,0
1924,3,1,12005,0,0
1928,3,0,0,0,0
1926,4,1,0,0,0
1928,3,0,75000,0,0
1928,4,0,26005,0,0
1924,3,1,13805,0,0
1924,4,0,0,0,0
1926,4,1,50005,0,0
1926,3,1,35005,0,0
1924,3,0,1645,1,2
1926,4,1,0,0,0
1928,3,1,39005,0,0
1926,3,1,25005,0,0
1924,4,1,0,0,0
1928,4,1,8395,1,1
1924,4,1,50005,0,0
1924,4,1,25005,0,0
1924,3,1,1605,0,0
1924,3,1,75000,0,0
1926,4,1,23005,0,0
1924,4,1,16505,0,0
1924,4,0,15005,0,0
1926,4,1,25485,0,0
1924,4,1,29785,0,0
1928,4,0,0,1,1
1926,4,1,28005,0,0
1926,3,1,20005,0,0
1926,3,1,29005,0,0
1924,4,1,0,0,0
1924,4,1,30005,1,1
1924,4,0,35005,0,0
1924,4,0,14045,0,0
1926,4,0,12025,0,0
1926,3,1,40005,0,0
1924,4,0,40005,0,0
1924,3,1,16005,0,0
1924,4,1,12505,0,0
1926,4,1,18005,0,0
1926,4,1,12005,0,0
1924,4,1,35005,0,0
1926,4,1,16005,0,0
1926,3,1,20005,0,0
1924,4,1,31005,0,0
1928,3,1,0,0,0
1926,3,1,0,1,1
1926,4,1,0,0,0
1926,3,0,28505,0,0
1924,3,0,25485,0,0
1926,3,1,0,0,0
1928,4,1,48855,0,0
1928,4,0,27005,0,0
1928,3,0,25005,0,0
1924,4,1,24005,0,0
1926,3,1,26005,0,0
1928,4,1,0,1,1
1928,4,1,36925,0,0
1928,3,0,28155,1,1
1928,3,0,1105,0,0
1928,4,0,21005,0,0
1926,4,1,34005,0,0
1926,3,1,31665,0,0
1926,4,1,0,0,0
1926,4,1,30005,0,0
1928,3,1,31255,0,0
1928,4,1,22365,0,0
1924,4,1,0,0,0
1924,3,1,20985,1,1
1928,4,0,42675,0,0
1926,3,1,25255,0,0
1926,3,0,16005,0,0
1924,4,1,45005,0,0
1924,3,1,41745,0,0
1926,3,1,21115,0,0
1928,4,0,9005,0,0
1924,4,1,10775,1,1
1928,3,1,75000,0,0
1926,3,1,36005,0,0
1926,3,1,0,0,0
1928,4,0,14005,0,0
1924,4,1,50305,0,0
1926,4,1,16005,0,0
1924,4,1,9505,1,1
1928,4,1,21005,0,0
1926,4,1,0,1,1
1926,3,1,0,0,0
1924,4,0,18005,0,0
1928,4,0,11535,0,0
1926,4,1,0,1,2
1924,3,0,9005,0,0
1928,3,0,35005,0,0
1926,4,0,45005,0,0
1928,4,0,0,0,0
1924,3,1,305,0,0
1924,4,1,35605,0,0
1928,3,0,35005,0,0
1924,4,1,75000,0,0
1928,3,0,0,0,0
1926,4,1,0,0,0
1928,4,1,29005,0,0
1928,4,0,25005,0,0
1928,4,0,75000,0,0
1928,4,0,40005,0,0
1928,3,0,75000,0,0
1924,4,0,22365,0,0
1924,3,1,0,1,2
1924,3,1,15005,0,0
1924,3,1,2105,0,0
1924,4,1,27005,0,0
1928,4,0,20005,0,0
1924,4,1,29205,0,0
1924,3,1,32005,1,1
1926,4,1,39005,0,0
1924,4,1,26005,0,0
1928,4,0,20005,0,0
1924,4,1,40005,0,0
1924,4,1,0,0,0
1926,3,1,21305,0,0
1924,3,0,16005,0,0
1928,3,0,21005,0,0
1924,4,0,17525,1,1
1928,3,1,3205,0,0
1926,3,0,14005,0,0
1924,3,1,16005,0,0
1924,3,1,26255,1,1
1924,3,1,0,0,0
1924,4,1,25005,0,0
1928,4,0,0,0,0
1926,4,1,65005,1,1
1928,4,0,20915,0,0
1926,3,1,36005,0,0
1928,4,0,21055,0,0
1928,4,0,16005,0,0
1924,3,1,9305,0,0
1926,3,1,15005,0,0
1924,4,0,15005,1,1
1928,3,1,25005,0,0
1924,3,1,18005,1,1
1924,4,1,27705,0,0
1928,4,1,30005,0,0
1926,4,0,12005,0,0
1926,4,1,72005,0,0
1926,4,1,32395,0,0
1928,4,1,12005,0,0
1926,3,1,35005,0,0
1928,3,0,0,0,0
1928,3,0,40005,0,0
1928,4,1,0,1,2
1928,4,0,21005,1,1
1924,3,1,25005,0,0
1924,3,1,30005,0,0
1928,4,0,20005,0,0
1926,4,1,22365,0,0
1924,3,1,10455,0,0
1924,4,1,40925,0,0
1928,3,0,27095,0,0
1928,4,0,34005,0,0
1928,4,0,26525,0,0
1926,4,0,2005,0,0
1924,3,0,27345,0,0
1924,3,1,45005,0,0
1928,4,0,20785,0,0
1928,3,0,20005,0,0
1924,4,1,10035,0,0
1928,3,1,0,0,0
1924,3,1,40005,0,0
1924,4,1,0,1,2
1928,4,0,13655,0,0
1928,4,0,31855,0,0
1924,4,1,0,0,0
1928,3,1,8095,0,0
1928,4,1,22005,0,0
1928,3,1,19635,0,0
1928,3,0,8465,0,0
1926,4,0,7875,0,0
1924,3,1,21665,1,1
1928,4,0,30005,0,0
1926,3,1,25005,0,0
1926,4,0,25005,0,0
1926,4,1,9005,0,0
1928,3,0,13505,0,0
1924,3,1,20285,0,0
1928,4,0,28605,0,0
1928,3,0,15005,0,0
1924,3,0,35755,0,0
1928,4,0,0,0,0
1924,3,1,40005,0,0
1924,4,1,30005,0,0
1928,4,1,20005,0,0
1924,4,1,30435,0,0
1928,4,0,22005,0,0
1926,4,1,47505,0,0
1924,4,1,0,1,1
1928,4,1,21825,0,0
1926,4,1,18005,0,0
1928,4,0,31935,0,0
1928,4,0,32005,0,0
1926,4,1,18005,0,0
1924,4,1,27565,0,0
1926,4,1,25005,0,0
1924,3,1,0,1,2
1926,3,1,30005,1,1
1928,3,0,33005,0,0
1928,3,0,33005,0,0
1924,3,1,36005,1,1
1926,3,0,75000,0,0
1926,3,1,20285,0,0
1924,4,1,23005,0,0
1928,4,0,17785,0,0
1928,3,0,0,0,0
1928,4,1,22005,0,0
1928,3,0,14005,0,0
1928,3,0,3425,1,1
1924,4,1,0,1,2
1924,4,0,15005,0,0
1924,3,1,24005,0,0
1928,4,1,12005,0,0
1924,3,1,33005,0,0
1926,4,1,32005,0,0
1928,3,1,75000,0,0
1924,4,1,25005,0,0
1926,3,1,10005,0,0
1924,4,0,51005,0,0
1928,3,0,0,0,0
1926,4,0,415,0,0
1924,4,1,23975,0,0
1928,4,0,21275,0,0
1926,4,1,22035,0,0
1926,3,1,28005,0,0
1924,3,1,19355,0,0
1928,4,0,20285,0,0
1926,3,0,30005,0,0
1926,4,1,15055,0,0
1928,4,0,36705,0,0
1926,3,1,34005,0,0
1924,4,1,36005,0,0
1926,3,1,75000,0,0
1928,4,1,75000,0,0
1926,4,0,75000,0,0
1928,4,0,28225,0,0
1924,3,1,25485,0,0
1926,3,1,23005,0,0
1928,4,1,30005,0,0
1928,4,0,35005,0,0
1928,4,0,9115,0,0
1926,4,0,24635,0,0
1928,3,1,25005,0,0
1924,3,1,13025,0,0
1924,4,1,32375,0,0
1926,4,1,75000,0,0
1926,4,0,6505,0,0
1926,4,1,26575,0,0
1924,4,0,18805,0,0
1926,4,1,75000,0,0
1926,3,1,7105,0,0
1926,3,1,20005,0,0
1924,3,1,30005,0,0
1924,4,1,75000,0,0
1926,4,0,31725,0,0
1928,3,1,0,0,0
1926,4,1,27805,0,0
1926,4,1,16125,0,0
1928,4,0,0,1,2
1926,3,1,0,0,0
1928,4,0,37155,0,0
1924,3,0,0,1,1
1928,3,0,10405,0,0
1926,3,1,39175,0,0
1924,3,0,0,1,2
1924,4,1,0,0,0
1926,3,1,11005,0,0
1924,4,0,10005,0,0
1926,3,1,0,0,0
1928,4,0,26525,0,0
1924,3,1,1405,1,1
1926,4,1,24145,0,0
1924,4,1,11005,0,0
1928,4,0,23005,0,0
1924,3,1,16845,0,0
1924,4,1,20005,0,0
1924,3,0,0,1,2
1926,4,1,0,0,0
1928,4,0,25975,0,0
1924,3,1,0,1,1
1926,3,0,13005,0,0
1924,3,1,0,1,2
1924,3,1,23115,0,0
1924,4,0,0,1,2
1924,3,1,20415,0,0
1924,4,1,25305,0,0
1928,3,0,22005,0,0
1926,3,1,23675,0,0
1924,3,1,20155,0,0
1924,3,1,9605,0,0
1928,3,1,30805,0,0
1926,4,1,25005,0,0
1928,4,0,16005,0,0
1928,3,1,0,1,1
1928,4,1,18465,0,0
1926,4,1,32005,0,0
1928,3,1,11005,1,1
1926,3,1,20005,0,0
1924,4,1,0,0,0
1924,4,1,24005,0,0
1928,4,1,21005,0,0
1928,3,0,15005,1,1
1928,4,0,9885,0,0
1926,3,1,24005,0,0
1928,3,0,30005,0,0
1924,4,1,0,0,0
1928,4,0,7835,0,0
1924,4,1,21495,0,0
1926,4,1,20805,0,0
1928,3,0,7265,1,1
1928,4,0,30005,0,0
1924,4,1,23005,0,0
1926,4,0,19005,0,0
1926,3,0,42005,0,0
1928,3,0,10925,0,0
1926,3,1,13685,0,0
1924,4,1,0,0,0
1924,4,0,0,0,0
1928,4,1,30005,0,0
1928,3,0,12705,0,0
1928,3,1,23005,0,0
1928,4,0,28505,1,1
1928,4,0,0,1,2
1926,4,1,0,1,1
1924,4,1,27405,0,0
1924,4,1,72245,0,0
1924,3,0,26005,1,1
1926,4,1,14005,0,0
1928,3,1,37005,0,0
1924,4,1,22595,0,0
1928,3,0,60005,0,0
1928,4,0,27005,0,0
1924,3,1,21515,1,1
1924,3,1,28005,0,0
1926,4,0,6665,0,0
1926,4,0,2885,0,0
1926,3,1,13005,0,0
1928,3,1,1245,0,0
1924,4,1,0,1,2
1924,3,1,25005,0,0
1928,4,1,75,0,0
1926,3,1,23005,0,0
1926,4,1,19255,0,0
1924,3,1,17005,0,0
1924,3,1,20005,0,0
1926,3,1,26135,0,0
1926,3,1,5955,1,1
1924,4,0,1895,0,0
1928,4,0,0,1,2
1928,3,1,21005,0,0
1924,3,1,2005,0,0
1928,4,0,32005,0,0
1926,3,0,19235,0,0
1924,4,1,25415,0,0
1926,4,1,29645,0,0
1926,4,1,14005,0,0
1926,4,0,14885,0,0
1928,4,1,0,0,0
1924,3,1,10405,0,0
1928,4,1,28005,0,0
1928,3,0,30005,0,0
1928,4,0,18815,0,0
1926,4,1,0,1,2
1926,4,1,0,0,0
1928,3,0,24445,0,0
1924,4,0,14505,0,0
1924,3,1,22005,0,0
1928,4,0,19585,0,0
1928,4,1,34335,0,0
1926,3,1,22005,0,0
1924,3,1,16975,0,0
1928,4,0,35005,0,0
1924,4,0,0,0,0
1926,4,1,0,0,0
1924,4,1,28605,0,0
1928,4,0,8005,0,0
1926,4,1,12385,0,0
1924,4,1,18005,0,0
1924,3,1,25005,0,0
1928,4,1,16005,0,0
1926,4,1,8845,0,0
1924,4,1,50005,0,0
1928,3,1,12005,0,0
1926,3,1,24385,0,0
1926,4,1,2305,0,0
1924,4,1,54505,0,0
1924,4,1,26595,0,0
1928,3,1,1005,1,1
1928,3,1,0,0,0
1928,4,0,11005,0,0
1928,3,0,8005,0,0
1928,4,0,28795,1,1
1928,3,0,0,1,2
1926,4,1,36685,0,0
1926,4,1,24005,1,1
1928,3,1,25005,1,2
1924,3,1,28005,0,0
1924,3,1,27005,0,0
1924,4,1,25005,0,0
1924,3,1,12705,0,0
1928,4,1,0,0,0
1928,4,0,7605,0,0
1926,3,1,24435,0,0
1928,3,1,0,0,0
1926,3,0,9005,0,0
1928,4,1,20005,0,0
1924,3,1,50005,1,1
1926,4,1,7655,0,0
1928,4,0,0,0,0
1926,3,0,7715,0,0
1928,3,0,31605,0,0
1924,3,1,24005,0,0
1928,4,1,16285,1,1
1926,3,1,41345,0,0
1928,3,0,15005,0,0
1926,4,1,17005,0,0
1928,4,0,20005,0,0
1928,4,0,0,1,2
1928,3,1,30005,0,0
1928,3,0,0,0,0
1928,3,0,18005,0,0
1926,4,1,16005,0,0
1926,4,1,28535,0,0
1924,3,1,17085,0,0
1928,3,0,2405,0,0
1928,4,0,24005,0,0
1924,4,0,11005,0,0
1924,4,1,18785,0,0
1924,3,1,18005,0,0
1924,3,1,0,0,0
1928,3,0,0,1,2
1928,3,1,0,1,1
1924,3,1,0,1,2
1928,3,0,25005,1,1
1924,4,1,13005,0,0
1924,4,1,0,1,2
1928,4,0,0,0,0
1926,4,1,19005,0,0
1926,4,1,17005,1,1
1926,4,1,0,0,0
1928,4,0,20005,0,0
1926,3,1,20285,0,0
1926,3,1,0,0,0
1926,3,1,0,1,2
1928,4,1,29005,0,0
1926,4,1,10005,0,0
1928,4,1,75,0,0
1928,3,1,35805,0,0
1924,3,1,21185,0,0
1926,4,1,24005,0,0
1926,4,1,30005,0,0
1924,3,1,21285,0,0
1928,4,1,18005,0,0
1928,3,0,0,0,0
1926,3,1,30005,0,0
1926,3,1,18005,0,0
1926,4,1,3645,0,0
1926,3,0,3245,0,0
1924,3,1,26505,0,0
1926,3,1,25005,0,0
1928,3,1,47905,0,0
1926,3,1,17005,0,0
1926,3,1,30005,0,0
1928,3,0,25005,0,0
1926,3,0,19005,0,0
1924,4,1,24275,0,0
1926,3,1,30005,0,0
1924,3,1,12505,0,0
1924,3,1,9305,0,0
1924,4,1,11805,0,0
1928,3,1,0,0,0
1924,3,0,0,0,0
1924,3,1,30005,0,0
1924,4,1,21005,0,0
1926,4,1,9005,0,0
1926,4,0,26505,0,0
1924,4,1,0,1,2
1926,3,1,23005,0,0
1926,4,1,25005,0,0
1926,4,1,25005,0,0
1928,4,1,21005,0,0
1926,3,0,1505,0,0
1926,4,1,15005,0,0
1924,3,1,12185,0,0
1928,4,0,18005,0,0
1924,3,1,20005,0,0
1928,4,0,25005,0,0
1926,4,0,21125,0,0
1926,3,1,0,1,2
1926,3,1,15885,0,0
1924,3,1,31005,0,0
1926,3,1,0,0,0
1926,3,1,15255,1,1
1924,4,1,23395,0,0
1928,4,0,28005,0,0
1928,4,0,18575,0,0
1926,4,1,43005,0,0
1926,3,1,16205,0,0
1926,4,1,0,1,2
1924,4,1,0,1,2
1928,4,1,19175,0,0
1928,4,0,28005,0,0
1924,4,1,0,0,0
1928,4,0,0,1,1
1924,3,1,0,0,0
1928,4,0,10005,0,0
1926,3,1,0,1,2
1926,4,0,34005,0,0
1928,3,0,24005,0,0
1924,3,1,19245,0,0
1924,3,1,12905,1,2
1924,4,1,35005,0,0
1928,4,1,0,0,0
1928,4,1,17855,0,0
1926,4,0,11905,0,0
1926,3,1,7805,0,0
1928,3,0,0,0,0
1926,3,0,0,0,0
1926,3,1,2505,0,0
1928,4,1,12505,0,0
1926,3,0,29005,0,0
1924,4,0,0,0,0
1926,3,1,10565,0,0
1926,3,0,0,0,0
1926,4,1,18005,0,0
1928,3,0,19245,0,0
1928,3,1,20005,0,0
1924,3,0,0,0,0
1928,3,1,24475,0,0
1928,4,1,0,0,0
1926,4,1,33395,0,0
1926,3,1,17005,0,0
1926,4,1,5015,0,0
1928,4,0,23205,0,0
1924,3,1,9125,0,0
1928,3,0,15265,0,0
1928,4,1,25005,0,0
1928,4,0,0,0,0
1928,3,0,3005,1,2
1928,4,0,25005,0,0
1926,3,1,21845,0,0
1928,4,1,22005,0,0
1924,3,1,24005,0,0
1928,4,0,32005,0,0
1926,4,1,7305,0,0
1926,3,1,17005,0,0
1926,3,1,26005,0,0
1928,3,1,0,1,2
1924,3,1,22005,0,0
1924,3,1,0,0,0
1924,4,0,5405,0,0
1928,3,0,40005,1,1
1924,4,0,0,0,0
1924,3,1,7005,1,1
1926,3,1,0,0,0
1926,3,1,13205,1,2
1926,4,1,0,1,2
1926,4,0,25655,0,0
1924,4,1,42005,0,0
1926,3,0,47325,0,0
1928,3,0,14405,0,0
1924,4,0,4205,0,0
1928,3,1,10305,0,0
1926,3,1,21005,0,0
1928,3,0,20005,1,1
1926,4,0,0,1,2
1928,4,0,16695,0,0
1926,3,0,20005,0,0
1924,4,0,8005,0,0
1926,3,1,23005,0,0
1926,3,1,0,0,0
1924,4,1,18995,0,0
1924,3,1,18005,0,0
1926,4,1,9175,0,0
1928,4,0,15905,0,0
1926,3,0,0,0,0
1926,3,0,0,1,2
1928,3,0,15085,0,0
1928,3,0,65005,0,0
1928,4,1,10005,0,0
1928,3,1,0,1,1
1928,3,1,14005,0,0
1926,4,0,7805,0,0
1924,3,1,0,0,0
1924,3,1,17005,0,0
1926,4,0,28005,0,0
1928,4,0,14585,0,0
1928,4,0,15005,0,0
1924,4,0,10005,0,0
1924,4,0,10005,0,0
1924,4,0,0,1,2
1928,3,0,21955,0,0
1926,3,1,36005,0,0
1928,3,0,33005,0,0
1928,3,0,30805,0,0
1928,3,0,23875,0,0
1928,4,0,8955,0,0
1928,4,0,25905,0,0
1924,4,0,0,1,2
1926,4,0,0,0,0
1928,4,0,0,1,2
1928,3,0,21005,0,0
1928,4,0,20005,0,0
1928,3,1,0,0,0
1924,4,1,0,0,0
1928,3,0,3645,0,0
1926,4,0,26705,0,0
1928,3,1,18005,0,0
1926,4,0,455,1,2
1928,4,0,0,1,2
1928,3,1,12155,0,0
1924,3,0,0,1,2
1928,3,1,0,0,0
1924,4,1,40005,0,0
1924,3,1,48005,0,0
1926,3,1,8955,0,0
1926,3,1,18595,1,1
1924,4,1,1205,0,0
1926,3,0,19825,1,1
1926,4,0,22005,0,0
1928,4,0,0,1,2
1928,4,1,19005,0,0
1926,4,1,7005,0,0
1926,4,0,13005,0,0
1924,3,0,15005,0,0
1928,3,1,24445,0,0
1926,3,0,23935,0,0
1924,4,0,35005,0,0
1926,3,1,0,0,0
1926,3,1,0,0,0
1926,3,0,13565,0,0
1924,3,0,10005,0,0
1926,4,1,26005,0,0
1924,4,0,21005,1,1
1928,4,0,10005,0,0
1924,3,1,32805,0,0
1928,3,0,45005,0,0
1928,4,0,13765,0,0
1928,3,0,0,1,1
1924,4,1,15605,0,0
1928,3,0,135,1,2
1926,4,1,0,1,2
1928,4,0,5005,1,1
1928,4,0,0,0,0
1926,4,0,16005,1,1
1924,4,0,16805,0,0
1926,3,1,0,1,2
1928,4,0,18005,0,0
1926,4,0,17005,0,0
1928,4,0,41085,0,0
1924,4,1,45005,0,0
1926,3,1,0,1,1
1926,3,0,12745,0,0
1924,4,1,12965,0,0
1924,3,1,18285,0,0
1928,3,0,7005,0,0
1928,4,0,9885,0,0
1928,3,0,0,1,2
1924,4,1,0,1,2
1924,4,0,14405,1,1
1924,3,1,0,0,0
1926,4,0,12005,0,0
1926,3,1,11075,0,0
1924,4,1,25005,0,0
1928,3,0,20005,0,0
1928,4,1,75000,0,0
1926,3,1,4005,0,0
1924,3,0,19005,0,0
1926,3,1,18005,0,0
1926,4,1,35005,0,0
1924,4,1,28505,1,1
1926,3,0,0,0,0
1926,3,0,9025,0,0
1924,3,0,3505,0,0
1924,4,1,0,1,1
1924,3,0,19005,0,0
1926,4,1,25005,0,0
1926,4,1,32005,0,0
1926,3,1,16005,0,0
1928,3,0,18205,0,0
1928,4,0,18005,0,0
1926,4,1,0,0,0
1924,3,1,18705,0,0
1924,4,0,1205,0,0
1928,3,0,15175,0,0
1928,3,0,0,0,0
1924,3,1,9005,0,0
1928,3,0,0,0,0
1924,3,0,10005,1,1
1924,4,0,16655,0,0
1924,4,1,0,0,0
1928,4,0,21005,0,0
1928,3,1,0,1,2
1926,4,1,0,1,2
1924,4,1,20005,0,0
1926,3,0,6005,0,0
1928,4,0,26005,0,0
1928,3,0,20195,0,0
1926,4,1,0,0,0
1928,4,0,12535,0,0
1924,3,1,10005,0,0
1928,3,0,9545,0,0
1928,4,1,10205,0,0
1924,3,0,1605,0,0
1926,3,1,19095,0,0
1924,4,1,14005,0,0
1928,3,0,10005,0,0
1924,3,1,12005,0,0
1924,3,0,9005,0,0
1926,4,1,55005,0,0
1926,3,1,0,0,0
1926,3,0,0,0,0
1924,4,0,18765,0,0
1924,3,1,0,0,0
1928,3,0,8005,0,0
1924,4,1,14005,0,0
1926,4,1,21325,1,1
1928,3,0,14005,0,0
1926,3,1,0,1,2
1926,3,0,50005,0,0
1926,4,1,18005,1,1
1924,3,1,8005,0,0
1924,3,1,28005,0,0
1926,4,1,20535,0,0
1926,3,0,30005,0,0
1928,3,0,34845,0,0
1926,4,1,20005,0,0
1926,4,0,0,1,2
1926,4,1,0,1,2
1924,4,1,0,1,2
1928,3,0,10505,0,0
1926,4,0,27005,0,0
1928,3,1,10005,0,0
1926,4,1,0,0,0
1926,4,1,15005,0,0
1928,3,1,37375,0,0
1924,3,1,10005,0,0
1926,3,1,19505,0,0
1924,3,1,2005,0,0
1926,4,1,18205,0,0
1926,4,1,4165,0,0
1926,3,1,0,0,0
1928,4,1,9375,1,1
1928,4,0,17165,0,0
1928,3,0,18005,0,0
1926,3,1,5275,1,1
1928,3,0,16005,0,0
1924,4,1,0,0,0
1924,4,0,0,1,1
1924,4,0,0,1,2
1924,4,1,0,0,0
1924,3,1,0,1,2
1926,3,1,14135,0,0
1926,3,1,0,0,0
1924,3,1,24005,0,0
1926,3,1,8565,0,0
1928,3,0,38005,0,0
1926,4,0,0,0,0
1926,3,1,17005,0,0
1924,3,1,0,1,1
1924,4,1,31815,0,0
1928,3,0,10005,1,1
1926,3,0,0,1,2
1924,4,1,8765,0,0
1928,3,0,0,1,2
1926,3,1,0,1,2
1924,4,1,15055,0,0
1924,4,0,0,1,2
1924,3,0,14045,0,0
1928,3,1,5505,1,1
1924,4,0,0,0,0
1926,3,1,0,1,2
1928,3,1,15005,0,0
1924,3,1,16005,0,0
1928,4,0,16005,0,0
1924,4,1,29005,0,0
1926,4,1,26185,0,0
1924,4,1,0,1,2
1924,3,1,1205,1,2
1924,3,0,0,0,0
1926,4,0,20005,0,0
1928,3,0,3385,0,0
1926,4,0,18005,0,0
1928,3,0,0,1,2
1926,3,0,0,1,2
1924,3,1,0,0,0
1926,4,0,0,0,0
1926,4,1,19855,0,0
1926,3,1,0,0,0
1924,4,1,0,1,2
1928,3,0,0,1,2
1928,4,0,25005,0,0
1924,3,0,845,0,0
1926,3,1,12005,0,0
1928,4,0,0,1,2
1926,3,1,19005,0,0
1928,3,0,0,0,0
1924,4,0,11005,0,0
1928,3,0,35005,0,0
1928,4,1,25005,0,0
1926,3,1,4205,1,1
1926,3,1,18005,0,0
1924,4,0,0,0,0
1924,4,1,0,1,2
1924,3,0,0,1,2
1926,4,0,0,0,0
1924,3,1,10405,0,0
1924,3,1,16005,0,0
1928,3,0,75000,0,0
1928,4,0,0,0,0
1924,4,0,10275,0,0
1924,3,0,0,0,0
1924,3,0,9995,0,0
1928,4,1,0,0,0
1928,3,0,4285,0,0
1926,4,1,13005,0,0
1926,3,1,0,1,2
1928,4,1,19005,0,0
1926,3,1,17645,0,0
1928,4,0,29755,0,0
1926,3,1,0,0,0
1926,4,1,21865,0,0
1928,4,0,15005,0,0
1926,3,1,20005,0,0
1928,4,0,15605,0,0
1928,4,1,16905,1,1
1924,4,0,22005,0,0
1926,3,0,9905,0,0
1928,4,0,0,0,0
1928,4,0,16125,0,0
1926,3,1,21975,0,0
1926,3,1,18005,1,2
1928,3,0,16005,0,0
1928,3,1,20065,0,0
1928,4,0,32005,0,0
1924,3,1,23055,0,0
1928,3,0,50005,0,0
1928,3,1,0,0,0
1926,4,1,36005,0,0
1928,4,0,23005,0,0
1924,3,0,7005,0,0
1928,3,0,17265,0,0
1926,4,1,5375,1,1
1926,3,1,13375,0,0
1924,4,1,21085,1,1
1926,4,1,25005,0,0
1924,4,1,0,0,0
1926,3,0,7935,0,0
1926,4,0,0,1,2
1928,3,0,15005,0,0
1926,3,1,0,0,0
1928,4,1,32505,0,0
1924,4,1,0,1,1
1926,4,1,13005,0,0
1928,3,0,20285,0,0
1926,3,1,0,0,0
1926,4,1,25005,0,0
1928,3,1,36135,0,0
1928,3,0,22365,0,0
1924,4,0,0,0,0
1924,3,1,20005,0,0
1924,3,0,12005,0,0
1926,3,1,75000,0,0
1926,4,0,0,1,2
1928,3,1,0,1,2
1926,3,1,0,0,0
1924,4,1,40005,0,0
1924,3,1,50005,0,0
1928,4,1,0,0,0
1926,4,0,48055,0,0
1924,3,1,41005,0,0
1928,4,0,0,0,0
1924,3,1,4005,0,0
1928,3,1,27005,0,0
1928,4,1,25135,0,0
1928,3,0,37965,0,0
1928,3,0,0,1,1
1924,4,0,23005,0,0
1924,3,1,21485,0,0
1924,3,1,27005,0,0
1924,3,1,24465,0,0
1926,3,0,30005,0,0
