birthyr,birthqtr,vetwwii,incwage,disabwrk1,disabwrk2
1924,3,1,0,1,1
1926,3,0,18005,0,0
1928,3,0,33395,0,0
1924,4,0,0,1,2
1926,3,0,14505,1,2
1924,3,1,0,1,2
1924,3,1,17505,0,0
1924,3,1,17005,0,0
1928,4,0,23605,0,0
1928,4,1,18295,0,0
1924,3,1,6005,1,1
1924,3,1,20005,0,0
1924,4,1,5005,1,2
1926,3,1,2205,0,0
1926,4,1,0,1,1
1926,4,0,0,0,0
1926,3,1,0,0,0
1924,4,0,19555,1,2
1924,3,1,19005,0,0
1926,3,1,13965,0,0
1926,4,1,15005,0,0
1924,4,0,11965,0,0
1926,3,1,30005,0,0
1926,3,1,18805,0,0
1928,4,0,15005,0,0
1926,4,1,5205,0,0
1924,4,1,15125,0,0
1926,4,0,24445,0,0
1926,3,1,5005,1,1
1926,3,1,0,0,0
1924,3,1,27005,0,0
1926,4,1,30155,0,0
1928,4,0,24005,0,0
1924,3,0,14005,0,0
1928,3,0,16505,0,0
1924,3,1,28435,0,0
1924,3,0,0,0,0
1926,4,0,0,1,2
1924,4,0,0,1,2
1926,4,1,20005,0,0
1924,3,0,10005,0,0
1924,3,0,10255,0,0
1926,3,1,23005,0,0
1924,3,1,7005,0,0
1926,4,0,23405,0,0
1924,4,1,20005,0,0
1924,4,1,25605,0,0
1924,3,0,14005,0,0
1924,4,1,0,1,1
1926,3,0,9005,1,1
1924,4,0,0,1,2
1928,3,1,12505,0,0
1928,4,1,18005,0,0
1926,3,0,16785,0,0
1928,3,1,0,0,0
1926,4,1,0,0,0
1928,3,0,20005,0,0
1926,3,1,14805,0,0
1924,3,1,13005,0,0
1924,3,0,17165,0,0
1926,3,1,0,0,0
1926,4,0,6305,0,0
1926,4,0,0,1,1
1928,4,0,0,1,2
1928,4,0,15005,0,0
1924,4,0,12505,0,0
1926,3,1,12505,0,0
1926,3,1,22365,0,0
1924,4,1,10005,0,0
1928,3,0,0,0,0
1928,3,0,7955,0,0
1924,3,1,21005,0,0
1924,4,1,18005,0,0
1926,3,0,15,0,0
1928,4,0,21005,1,1
1926,3,0,7345,0,0
1924,3,0,0,1,2
1924,4,1,13905,0,0
1926,3,1,0,1,2
1924,3,1,20525,0,0
1924,3,0,14005,0,0
1924,3,1,20005,0,0
1928,3,1,21715,0,0
1924,3,1,28005,0,0
1924,3,1,8405,0,0
1926,4,1,17165,1,1
1928,4,0,5715,0,0
1926,4,0,11395,0,0
1924,4,1,19005,0,0
1928,3,0,12645,0,0
1928,4,0,10005,0,0
1924,3,1,2105,0,0
1924,3,1,20005,0,0
1924,3,1,75000,0,0
1924,3,0,18205,0,0
1924,3,0,26005,0,0
1924,4,0,0,0,0
1926,3,1,16985,0,0
1926,3,1,20005,0,0
1928,3,0,23405,0,0
1924,4,1,36925,0,0
1924,3,0,3005,0,0
1926,3,0,12005,0,0
1926,3,1,22005,0,0
1928,4,0,4835,0,0
1928,3,1,10735,0,0
1924,4,1,10005,0,0
1928,3,0,7185,0,0
1924,3,1,40005,0,0
1926,4,0,21995,0,0
1924,4,0,0,1,2
1928,4,1,21325,0,0
1928,4,1,18005,0,0
1924,3,0,7595,0,0
1924,3,0,0,1,2
1926,4,1,31005,0,0
1924,3,0,8005,0,0
1926,4,1,0,1,2
1924,4,1,17005,0,0
1924,3,0,5005,1,2
1928,3,0,9605,0,0
1926,3,1,12005,0,0
1928,3,0,10005,0,0
1926,3,0,25005,0,0
1928,3,0,15085,0,0
1926,4,0,25005,0,0
1924,4,1,17005,0,0
1924,4,1,12005,0,0
1926,4,0,0,0,0
1926,3,1,19005,0,0
1924,3,0,15005,0,0
1926,4,0,9885,0,0
1928,4,1,15005,0,0
1928,3,0,6605,1,1
1928,3,1,27005,0,0
1926,3,1,2005,0,0
1928,3,0,15005,0,0
1924,4,1,7505,0,0
1924,3,1,25005,0,0
1924,4,0,10005,0,0
1928,3,1,3305,0,0
1926,4,0,6445,0,0
1928,4,0,13005,0,0
1926,3,1,15005,0,0
1928,4,1,20005,0,0
1926,4,0,0,0,0
1928,4,0,0,1,2
1928,3,0,8405,1,1
1928,4,0,0,1,1
1928,4,0,0,1,2
1924,4,1,14505,0,0
1924,4,0,12505,0,0
1928,3,1,21005,0,0
1924,3,1,30005,0,0
1924,4,0,0,1,2
1928,3,0,14005,0,0
1928,3,0,10495,0,0
1924,4,1,8445,0,0
1926,4,0,6705,0,0
1924,4,1,9315,0,0
1926,4,1,0,1,2
1926,3,1,22805,0,0
1924,3,1,14045,0,0
1926,3,0,0,1,1
1924,3,1,25005,0,0
1926,3,1,11965,0,0
1924,3,0,475,0,0
1924,4,1,10005,1,1
1924,3,1,23625,0,0
1928,3,0,9455,0,0
1924,3,0,0,0,0
1926,3,1,12005,0,0
1926,3,0,32005,1,1
1928,3,0,13005,0,0
1926,3,1,15595,1,1
1926,4,0,15005,0,0
1926,4,0,7805,0,0
1924,3,1,9885,0,0
1924,3,1,17005,0,0
1924,3,1,6725,0,0
1928,4,0,10005,0,0
1924,4,1,16005,0,0
1924,3,1,17005,0,0
1926,3,0,3125,0,0
1924,3,1,20005,0,0
1928,3,0,22005,0,0
1926,4,1,10005,0,0
1928,4,0,0,0,0
1928,3,0,13335,1,1
1924,3,1,10005,0,0
1924,4,1,24005,0,0
1926,4,1,15005,0,0
1926,3,1,2505,0,0
1926,3,1,22005,0,0
1928,4,0,0,1,2
1926,3,1,0,0,0
1924,4,1,12005,1,1
1928,3,0,4005,0,0
1924,3,1,17165,0,0
1924,4,0,0,0,0
1928,3,0,36505,0,0
1924,3,1,26705,0,0
1928,3,0,6005,0,0
1928,3,0,6005,0,0
1928,4,0,0,1,2
1928,3,1,0,0,0
1924,3,1,19785,0,0
1926,3,1,30005,0,0
1924,4,1,0,1,2
1924,3,0,9365,0,0
1928,3,0,22005,0,0
1924,3,1,19245,0,0
1928,3,0,18035,0,0
1924,3,1,19005,0,0
1924,3,0,0,1,2
1926,3,0,1565,0,0
1928,3,0,7005,0,0
1926,4,0,18005,0,0
1928,3,0,30005,0,0
1928,4,1,12005,0,0
1924,4,0,30005,0,0
1926,4,1,0,1,1
1924,4,0,18005,0,0
1926,3,0,7235,0,0
1924,4,0,12305,0,0
1928,3,0,12865,0,0
1926,4,0,10005,0,0
1926,3,1,0,0,0
1924,3,1,25975,0,0
1928,4,0,22005,0,0
1928,4,0,8005,1,1
1928,4,0,0,1,2
1924,4,0,21305,0,0
1926,3,0,6245,0,0
1928,3,1,8085,0,0
1926,3,0,4505,0,0
1928,3,1,0,1,2
1926,4,1,13505,0,0
1926,3,1,23005,0,0
1924,4,1,17905,0,0
1924,4,1,23495,0,0
1928,4,0,15595,0,0
1928,4,0,16605,0,0
1924,3,1,10005,0,0
1928,3,0,15615,0,0
1926,3,0,23005,0,0
1926,3,0,16005,0,0
1924,4,1,13005,0,0
1926,4,1,13075,0,0
1928,4,0,20005,0,0
1924,4,0,25725,0,0
1924,4,1,11505,0,0
1926,3,1,19405,0,0
1926,3,0,0,0,0
1926,3,0,7005,0,0
1926,3,1,50325,0,0
1926,3,1,50005,0,0
1928,4,0,25005,0,0
1924,4,1,0,0,0
1924,4,0,135,0,0
1928,3,0,7995,0,0
1926,4,1,9855,0,0
1928,4,0,0,0,0
1926,4,1,19825,0,0
1928,3,0,0,0,0
1928,3,0,0,1,1
1926,4,0,15005,0,0
1926,4,0,15005,0,0
1924,4,1,21505,0,0
1924,3,1,12005,1,1
1928,3,0,13695,0,0
1928,3,0,13695,0,0
1928,4,1,13005,0,0
1926,3,0,2705,0,0
1928,3,0,41405,0,0
1928,3,0,15085,0,0
1924,3,1,25005,0,0
1926,4,1,25005,0,0
1926,3,0,10005,0,0
1928,3,0,6005,0,0
1926,3,0,21415,0,0
1926,3,0,15005,0,0
1928,3,0,17165,0,0
1928,3,0,16005,0,0
1924,4,1,20005,0,0
1924,4,1,20805,0,0
1924,4,1,0,1,2
1924,4,0,18665,0,0
1924,3,1,4005,1,1
1928,4,0,0,0,0
1924,4,1,17005,0,0
1926,3,1,0,1,2
1928,3,0,14775,0,0
1924,3,1,0,0,0
1924,4,1,15005,0,0
1926,4,1,14875,0,0
1924,4,1,23005,0,0
1924,3,0,25505,0,0
1924,3,1,0,0,0
1928,3,0,9005,0,0
1924,4,1,16055,0,0
1924,3,0,8005,0,0
1924,3,0,16005,0,0
1926,4,1,21005,0,0
1926,4,1,28005,0,0
1924,4,1,20005,0,0
1924,4,1,23005,0,0
1928,4,1,10505,0,0
1926,3,0,12005,0,0
1924,4,0,8845,0,0
1924,3,1,0,0,0
1928,4,0,0,1,2
1926,4,0,12255,0,0
1924,4,1,16505,1,1
1924,3,1,32005,1,1
1926,4,0,19255,0,0
1926,3,1,29065,0,0
1924,4,1,41105,0,0
1928,3,0,34005,0,0
1928,3,0,0,0,0
1926,3,0,11515,0,0
1928,3,0,22805,0,0
1924,4,1,9505,0,0
1926,3,1,21005,0,0
1926,4,1,17605,0,0
1928,4,0,14005,0,0
1926,4,1,16365,0,0
1924,4,0,0,1,2
1924,3,1,0,0,0
1924,3,1,19535,0,0
1924,3,1,25005,0,0
1924,3,0,18705,0,0
1928,4,1,37805,0,0
1926,3,0,24165,0,0
1926,3,1,34005,0,0
1926,4,1,17005,0,0
1926,4,1,0,1,2
1926,3,1,21355,0,0
1924,4,0,9005,0,0
1924,4,0,0,0,0
1928,3,0,20005,0,0
1928,3,0,75000,0,0
1926,3,1,68005,0,0
1928,3,0,45005,0,0
1926,4,1,48505,0,0
1928,3,0,27565,0,0
1928,3,1,9885,1,2
1928,3,0,35005,0,0
1928,4,1,11005,0,0
1926,3,1,30005,0,0
1924,3,1,25005,0,0
1924,4,0,26005,0,0
1928,3,0,30785,0,0
1926,3,0,32005,0,0
1928,3,0,17005,0,0
1928,3,0,24505,0,0
1924,4,1,31585,0,0
1926,3,0,26065,0,0
1926,3,1,32005,0,0
1926,4,1,75000,0,0
1926,3,1,0,0,0
1924,4,1,15585,0,0
1924,3,1,34545,0,0
1928,4,0,24005,0,0
1924,3,0,19885,0,0
1928,3,0,20005,0,0
1924,3,1,45515,0,0
1924,3,1,0,0,0
1924,3,1,8905,1,1
1926,3,1,29665,0,0
1926,3,1,26425,0,0
1926,4,1,26205,0,0
1928,4,1,25005,0,0
1928,3,0,29635,0,0
1926,4,1,57005,0,0
1928,3,1,1945,0,0
1924,3,1,29005,0,0
1926,3,0,0,0,0
1926,3,1,75000,0,0
1928,4,0,52375,0,0
1926,4,0,36005,0,0
1926,3,1,75000,0,0
1926,4,1,21805,0,0
1926,4,1,27165,0,0
1924,4,0,23505,0,0
1926,3,1,0,1,2
1928,3,1,11505,0,0
1926,4,1,0,0,0
1924,3,0,0,1,2
1928,3,0,4685,1,1
1926,4,0,39005,0,0
1928,4,0,20705,0,0
1928,3,1,75000,0,0
1926,4,0,0,0,0
1924,3,1,4325,0,0
1924,3,1,20005,0,0
1928,4,0,0,0,0
1928,3,0,31005,0,0
1928,4,1,75000,0,0
1926,3,0,16055,0,0
1928,3,0,12005,0,0
1926,4,1,12795,0,0
1928,3,1,19005,0,0
1928,4,0,13005,0,0
1924,3,0,52005,1,1
1926,3,1,31725,0,0
1924,3,1,40045,0,0
1928,3,0,53005,0,0
1924,4,1,17545,0,0
1928,4,1,16885,0,0
1924,3,0,24005,0,0
1924,3,0,0,0,0
1928,3,0,7645,0,0
1928,4,0,56505,0,0
1926,4,1,10005,0,0
1924,3,0,18005,0,0
1926,4,1,32505,0,0
1928,4,1,22905,0,0
1926,4,1,25135,0,0
1924,4,1,33285,0,0
1926,4,1,25005,0,0
1924,3,1,35005,0,0
1924,3,1,65005,1,1
1924,3,1,75000,0,0
1924,4,1,0,1,2
1928,4,0,26505,0,0
1924,4,1,16005,0,0
1926,3,1,43005,0,0
1928,4,0,26295,0,0
1928,3,1,22635,0,0
1926,3,1,24005,0,0
1924,3,1,11555,0,0
1928,3,0,75000,0,0
1924,4,1,26525,0,0
1926,4,1,14005,0,0
1928,3,0,0,0,0
1926,3,0,9005,0,0
1926,3,1,0,0,0
1928,3,0,14005,0,0
1924,3,1,16005,0,0
1928,4,0,16935,0,0
1926,4,1,25005,0,0
1928,3,1,14885,0,0
1926,3,0,41085,0,0
1926,4,1,15205,0,0
1924,3,1,21005,0,0
1926,3,1,75000,0,0
1924,4,1,45005,0,0
1928,3,0,11305,0,0
1926,3,0,21005,0,0
1924,3,0,11965,1,1
1926,3,1,14005,0,0
1926,3,1,12005,0,0
1924,3,1,22505,0,0
1928,4,0,12005,0,0
1924,3,1,20185,0,0
1926,3,1,40005,0,0
1928,4,0,23005,0,0
1924,3,0,12225,1,1
1928,3,1,20005,0,0
1924,3,1,47005,0,0
1926,3,1,0,0,0
1928,3,1,15005,0,0
1924,3,0,6505,1,1
1926,3,1,20005,0,0
1924,3,1,16805,0,0
1926,4,1,5505,0,0
1928,4,0,17005,0,0
1928,4,0,29655,0,0
1924,4,0,25005,0,0
1928,4,0,41805,0,0
1926,4,1,40005,0,0
1926,4,0,17365,0,0
1928,4,1,13005,0,0
1926,4,1,27035,0,0
1928,3,0,32005,0,0
1928,4,0,38485,0,0
1926,4,0,21005,0,0
1924,4,1,48005,0,0
1926,3,0,0,0,0
1928,3,1,30005,0,0
1926,3,1,49005,0,0
1928,4,0,22005,0,0
1928,4,1,0,1,2
1928,3,1,36005,0,0
1926,3,0,16655,0,0
1928,3,0,40005,0,0
1926,3,1,605,0,0
1926,3,0,15005,0,0
1924,4,0,24005,0,0
1926,3,1,18005,0,0
1924,4,1,42005,0,0
1926,4,0,20005,0,0
1926,4,1,21005,1,1
1924,3,1,31605,0,0
1928,3,0,0,0,0
1926,4,0,4005,0,0
1924,3,1,20005,0,0
1924,4,1,28005,0,0
1924,4,1,75000,0,0
1928,3,0,41005,0,0
1928,4,0,14005,0,0
1924,3,1,20005,0,0
1924,3,1,18985,0,0
1926,3,1,75000,0,0
1924,4,1,75000,0,0
1926,4,1,30005,1,1
1926,3,0,14505,0,0
1924,3,1,16605,0,0
1924,3,1,47505,0,0
1926,3,1,75000,1,1
1924,4,1,20285,0,0
1928,3,0,16095,0,0
1928,3,0,22005,0,0
1924,3,0,0,0,0
1924,3,0,12005,0,0
1926,3,1,8845,0,0
1928,3,0,0,0,0
1926,4,1,0,0,0
1924,4,1,50005,0,0
1928,4,0,0,0,0
1924,3,0,25005,0,0
1928,4,0,8405,0,0
1928,4,0,0,0,0
1928,3,1,33005,0,0
1926,3,0,30705,0,0
1924,4,1,2205,0,0
1926,4,1,25005,0,0
1926,3,0,14005,0,0
1926,4,1,75000,0,0
1924,3,1,25005,0,0
1928,3,1,31005,0,0
1924,3,1,19385,0,0
1928,4,0,21875,0,0
1926,4,0,18005,0,0
1928,3,0,0,0,0
1926,3,0,14825,0,0
1924,4,1,28005,0,0
1926,4,0,19005,0,0
1928,4,0,23005,0,0
1924,4,1,20005,0,0
1926,4,0,21005,0,0
1924,4,0,12145,0,0
1924,3,1,33005,0,0
1924,4,1,20005,0,0
1926,3,0,30005,0,0
1928,4,1,0,0,0
1928,4,0,10005,0,0
1928,3,1,27885,0,0
1928,3,1,25005,0,0
1926,3,1,28005,0,0
1928,3,0,15005,0,0
1928,3,0,0,0,0
1928,3,0,11375,0,0
1924,3,0,0,1,2
1924,3,1,16005,0,0
1924,3,0,0,1,2
1928,4,0,19305,0,0
1928,3,0,20335,0,0
1928,4,1,38005,0,0
1928,4,0,0,0,0
1926,3,1,10005,0,0
1928,3,1,15005,0,0
1924,4,1,0,0,0
1926,4,0,10005,0,0
1924,3,0,21705,0,0
1926,3,1,15005,0,0
1924,4,1,0,1,2
1928,3,1,33005,0,0
1928,4,0,0,0,0
1926,4,1,15005,0,0
1928,3,0,21325,0,0
1924,3,1,21355,0,0
1928,3,1,26005,0,0
1928,4,1,9255,0,0
1928,4,0,0,0,0
1924,3,0,15005,0,0
1924,4,1,24475,0,0
1928,4,1,65705,0,0
1926,3,1,52005,0,0
1924,3,1,9585,0,0
1926,3,0,30005,0,0
1926,4,1,18605,0,0
1924,4,1,8645,1,2
1928,3,0,50445,0,0
1928,4,1,7445,0,0
1928,3,0,19245,0,0
1924,4,1,22005,0,0
1928,3,0,26005,0,0
1924,3,1,0,1,1
1928,4,0,20755,0,0
1924,4,1,12005,0,0
1924,4,1,18005,0,0
1924,3,1,36005,0,0
1928,4,1,25005,0,0
1924,3,1,15005,0,0
1924,4,1,20005,0,0
1928,3,0,28805,0,0
1928,3,1,0,0,0
1928,4,0,26005,0,0
1924,3,1,25005,0,0
1928,3,1,26005,0,0
1926,4,1,75000,0,0
1924,3,1,51005,0,0
1924,3,0,11005,0,0
1926,3,1,55005,0,0
1924,3,1,27565,0,0
1928,4,1,22605,0,0
1928,4,1,14305,0,0
1924,3,1,12165,0,0
1924,3,1,10005,0,0
1928,3,1,26005,0,0
1926,3,0,24005,0,0
1924,3,1,15085,0,0
1926,4,1,40555,0,0
1924,4,1,23405,0,0
1924,3,1,25605,0,0
1924,3,0,32005,0,0
1928,4,1,21005,0,0
1928,3,0,29005,0,0
1926,4,1,33105,0,0
1928,3,0,24005,0,0
1928,4,0,25655,0,0
1924,4,0,10925,1,1
1928,4,0,7055,0,0
1928,4,1,32005,0,0
1926,3,1,0,1,2
1928,3,1,26005,0,0
1926,3,1,17005,0,0
1924,4,0,13665,0,0
1924,3,1,30005,0,0
1928,4,0,0,1,2
1928,4,0,0,1,2
1924,4,1,0,1,2
1928,3,1,33005,0,0
1928,3,0,0,1,2
1924,4,1,29005,0,0
1924,4,1,0,0,0
1926,3,1,24005,0,0
1926,4,1,21505,0,0
1926,4,1,15005,0,0
1926,4,1,22005,0,0
1928,4,0,10205,0,0
1924,3,1,40435,0,0
1928,4,1,32005,0,0
1924,3,0,11235,0,0
1924,3,1,20005,0,0
1926,4,1,22005,0,0
1924,3,1,21275,0,0
1928,4,0,27005,0,0
1928,4,1,24005,0,0
1924,4,1,12005,0,0
1924,3,1,73005,0,0
1928,3,0,22005,0,0
1926,3,1,30005,0,0
1928,3,0,17605,0,0
1924,3,0,8405,0,0
1926,4,1,24005,0,0
1926,3,1,11455,0,0
1926,4,1,8505,0,0
1924,3,0,0,1,2
1928,3,0,31005,0,0
1928,4,1,6005,0,0
1924,3,0,12005,0,0
1924,4,1,40005,0,0
1926,3,1,75000,1,1
1928,3,0,25005,0,0
1928,3,0,14505,0,0
1928,3,0,28005,0,0
1926,4,1,0,0,0
1924,3,1,22365,0,0
1924,3,1,15005,0,0
1924,4,1,0,1,2
1924,4,1,13005,0,0
1926,4,1,24445,0,0
1928,3,1,355,1,1
1928,4,0,12505,0,0
1924,4,0,0,1,2
1924,4,0,0,0,0
1924,3,1,21085,0,0
1928,3,1,1565,0,0
1928,4,0,0,0,0
1926,3,0,6005,0,0
1926,4,0,13005,1,1
1924,4,0,11005,0,0
1928,3,1,18005,0,0
1926,3,1,20005,0,0
1928,4,1,20005,0,0
1924,4,1,24445,0,0
1926,4,1,72005,1,1
1924,4,0,0,0,0
1924,4,1,23805,0,0
1926,4,0,27005,0,0
1926,3,0,30005,0,0
1924,3,0,0,1,2
1924,3,1,11005,0,0
1924,3,1,19005,0,0
1924,3,1,20005,0,0
1924,4,0,39885,0,0
1926,3,1,30005,0,0
1924,4,1,50005,0,0
1924,3,1,26405,0,0
1928,4,1,25005,0,0
1924,4,1,24665,0,0
1928,3,1,28055,0,0
1924,3,1,1305,1,1
1924,4,1,16005,0,0
1928,3,0,24005,0,0
1924,4,1,25005,0,0
1928,3,0,26005,0,0
1928,3,0,16505,0,0
1926,3,0,3115,1,1
1928,3,0,24005,0,0
1928,3,0,22005,0,0
1924,3,1,8355,1,1
1924,3,1,0,1,2
1926,4,0,21005,0,0
1926,4,1,22005,0,0
1924,4,1,0,1,1
1924,3,1,0,1,2
1926,3,1,0,1,2
1924,3,1,14005,0,0
1928,4,1,20005,0,0
1926,4,0,19505,0,0
1928,3,0,23005,0,0
1924,3,1,14805,0,0
1928,3,1,28005,0,0
1926,3,1,27005,0,0
1926,4,1,15005,0,0
1926,3,1,19505,0,0
1926,4,1,30005,0,0
1924,4,0,14005,0,0
1924,3,1,28005,0,0
1928,3,1,21875,0,0
1926,3,1,19225,0,0
1928,4,0,42005,0,0
1926,4,1,15825,0,0
1924,4,1,10005,0,0
1928,3,0,29305,0,0
1928,4,0,34005,0,0
1928,3,0,16005,0,0
1928,3,0,7205,0,0
1926,3,1,12485,0,0
1926,3,0,17165,0,0
1924,3,1,15005,0,0
1924,4,0,24445,0,0
1926,3,1,30275,0,0
1924,4,0,14005,0,0
1928,4,1,12005,1,1
1924,3,0,22005,0,0
1926,3,1,0,0,0
1928,3,1,49005,0,0
1926,3,1,23405,0,0
1928,4,0,22365,1,1
1924,4,1,46505,0,0
1926,3,0,17165,0,0
1924,4,1,30005,0,0
1928,3,0,2005,0,0
1928,3,1,24735,0,0
1928,3,1,20975,0,0
1924,4,1,26005,0,0
1928,4,1,20005,0,0
1924,3,0,10005,1,1
1926,4,1,26005,0,0
1928,4,0,23005,0,0
1928,3,0,27005,0,0
1928,4,1,0,1,2
1924,3,1,40005,0,0
1924,3,1,0,0,0
1924,4,1,7125,0,0
1928,4,0,61405,0,0
1924,4,1,12005,0,0
1926,4,0,8665,0,0
1924,3,1,12005,0,0
1928,4,1,24005,0,0
1924,3,0,0,1,2
1928,3,1,36005,0,0
1926,3,1,18455,0,0
1924,3,1,21575,0,0
1926,3,1,23615,0,0
1928,3,0,53005,0,0
1928,3,0,36005,0,0
1924,4,1,15005,0,0
1926,3,1,20005,0,0
1926,3,1,20505,0,0
1928,4,0,53045,0,0
1928,4,0,40005,0,0
1928,3,1,33005,0,0
1924,3,1,35005,0,0
1926,3,1,7005,0,0
1928,4,0,19705,0,0
1928,3,0,21005,0,0
1926,3,0,38005,0,0
1926,4,1,18005,0,0
1926,3,1,40005,0,0
1924,3,1,20785,0,0
1924,4,1,18005,0,0
1928,4,0,55005,0,0
1924,3,1,0,0,0
1924,4,0,0,0,0
1928,3,0,25005,0,0
1928,3,0,30005,0,0
1926,4,1,27005,0,0
1924,3,1,16005,0,0
1926,3,1,0,0,0
1926,3,1,0,0,0
1928,3,1,3505,1,1
1926,4,1,14245,0,0
1928,4,0,20005,0,0
1924,3,1,20005,0,0
1924,3,1,18145,0,0
1924,4,1,11205,0,0
1924,4,1,35985,0,0
1928,4,1,17165,0,0
1926,4,0,3575,0,0
1928,3,0,705,0,0
1928,4,1,2405,0,0
1924,3,1,10945,0,0
1928,4,0,23005,0,0
1924,3,1,16505,0,0
1926,3,1,21005,0,0
1928,4,1,15085,0,0
1924,3,1,0,0,0
1924,4,1,14005,0,0
1924,3,1,15005,0,0
1928,4,1,20285,0,0
1924,3,0,12035,0,0
1924,4,1,0,1,2
1926,3,0,3295,0,0
1924,3,1,24215,0,0
1924,3,1,0,0,0
1926,3,1,25005,0,0
1928,4,0,23005,0,0
1926,4,0,9715,0,0
1924,3,0,0,0,0
1928,3,0,8005,0,0
1928,4,0,15035,0,0
1928,3,1,20285,0,0
1924,3,1,0,1,2
1928,3,1,11005,0,0
1924,4,1,0,0,0
1926,3,0,14005,0,0
1926,3,1,0,1,2
1928,3,0,13685,0,0
1928,3,0,13685,0,0
1924,4,1,22505,0,0
1926,3,1,17005,0,0
1924,3,1,15085,0,0
1924,3,0,21325,0,0
1926,3,0,9105,1,1
1924,3,1,8005,0,0
1928,3,0,5405,1,2
1926,4,1,14915,0,0
1926,3,1,25005,0,0
1928,3,1,10855,1,1
1928,4,0,19005,0,0
1924,4,0,14005,0,0
1928,4,1,735,0,0
1924,3,1,14155,0,0
1928,3,1,0,1,2
1924,4,1,30415,0,0
1928,3,1,0,0,0
1928,3,0,8005,0,0
1928,4,0,0,0,0
1926,4,1,8155,0,0
1928,3,1,30005,0,0
1926,4,1,21705,0,0
1928,3,0,14185,0,0
1928,3,0,25005,0,0
1924,3,1,26005,0,0
1924,3,1,20005,0,0
1924,4,1,6505,0,0
1924,4,0,0,1,2
1924,4,0,20435,0,0
1926,4,1,40005,0,0
1924,3,1,19165,0,0
1926,3,1,25485,0,0
1928,4,0,17005,0,0
1924,3,1,0,1,2
1928,4,0,0,0,0
1928,4,0,23885,0,0
1924,4,0,9885,1,1
1924,3,1,13005,0,0
1926,3,1,30005,0,0
1924,3,0,0,0,0
1924,3,1,16005,0,0
1928,4,0,0,0,0
1928,4,0,0,0,0
1924,4,1,19005,0,0
1928,4,0,25005,1,1
1928,3,0,23405,0,0
1926,4,1,45005,0,0
1926,4,1,11005,0,0
1926,4,1,22985,0,0
1928,4,0,16905,0,0
1924,3,1,10005,1,1
1924,3,1,11705,0,0
1928,3,0,33005,0,0
1926,4,1,18005,0,0
1926,4,1,22005,0,0
1928,4,0,29005,0,0
1924,4,1,18005,1,1
1928,3,0,50005,0,0
1924,3,1,0,0,0
1926,4,1,20005,0,0
1928,3,1,19005,0,0
1924,4,0,0,1,2
1928,4,0,13005,0,0
1926,3,1,50005,0,0
1924,3,1,29485,0,0
1924,3,1,8845,0,0
1924,3,1,0,0,0
1928,3,0,19005,0,0
1926,3,1,22585,0,0
1928,3,0,22365,0,0
1926,3,1,9005,0,0
1924,4,1,11005,0,0
1926,4,1,11405,0,0
1926,4,0,0,1,2
1926,4,0,23855,0,0
1926,4,1,15505,0,0
1928,3,0,25005,0,0
1924,3,1,13955,0,0
1926,3,1,15005,0,0
1924,3,1,13005,0,0
1926,3,0,11005,0,0
1928,4,0,16125,0,0
1926,4,1,31675,0,0
1928,4,0,23935,0,0
1924,3,1,0,0,0
1924,3,1,15005,0,0
1928,3,1,30005,0,0
1926,3,1,12505,0,0
1924,3,1,0,1,2
1928,3,0,0,0,0
1924,4,1,0,0,0
1924,3,0,15005,0,0
1924,3,0,9005,0,0
1924,3,1,38005,0,0
1926,4,0,12005,0,0
1928,4,0,18005,0,0
1926,3,1,8505,0,0
1926,4,1,14005,0,0
1924,4,0,21005,0,0
1928,3,0,12505,0,0
1926,3,1,0,1,2
1924,3,0,7805,0,0
1928,3,0,11005,0,0
1926,3,1,52005,0,0
1926,3,0,20005,0,0
1928,3,0,14355,0,0
1926,3,1,30605,0,0
1928,4,0,14485,0,0
1924,4,1,11005,0,0
1924,3,1,0,1,2
1924,3,1,14005,0,0
1926,3,0,10005,0,0
1924,4,0,8005,0,0
1926,3,1,15505,0,0
1928,4,1,12005,0,0
1928,3,0,25335,0,0
1924,3,0,0,0,0
1926,4,0,6505,0,0
1926,4,1,17165,1,1
1924,3,0,11005,0,0
1924,3,1,3505,1,1
1928,4,0,13425,0,0
1926,3,1,18005,0,0
1928,4,0,22005,0,0
1924,4,1,12015,0,0
1928,3,1,21505,0,0
1924,3,0,12005,0,0
1924,4,0,0,1,1
1926,3,0,11735,0,0
1928,3,1,0,1,2
1928,4,0,1855,0,0
1926,3,1,27505,0,0
1924,4,0,8175,0,0
1924,3,0,10005,0,0
1924,3,1,0,1,2
1928,4,1,19385,0,0
1928,4,1,35005,0,0
1928,3,1,15005,0,0
1924,4,0,0,0,0
1928,4,1,0,1,2
1924,4,0,18095,0,0
1926,3,1,6375,0,0
1926,4,0,10005,0,0
1926,4,0,1105,0,0
1924,3,1,4965,0,0
1926,4,0,13205,0,0
1924,3,1,40005,0,0
1926,4,1,13005,0,0
1928,3,0,13505,1,1
1924,3,1,9885,0,0
1924,3,1,8005,1,1
1926,4,1,0,1,2
1924,3,1,13155,0,0
1926,4,0,7005,0,0
1924,4,1,25435,0,0
1928,3,0,0,1,2
1926,3,1,15175,0,0
1924,3,1,17435,0,0
1926,3,1,23835,0,0
1926,3,1,23165,0,0
1924,4,0,20005,0,0
1926,3,0,13355,0,0
1924,3,1,30005,0,0
1928,3,0,8545,0,0
